date,code,conc,type,cord,usd
2018-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1173780.3,36526.947
2019-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,977595,29004.676
2018-01-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,131038192.58,4077786
2019-01-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,127188499.71,3773609
2005-01-01,inftr,Multas por infracciones de tránsito,ejecutado,524756.78,30792.55
2006-01-01,inftr,Multas por infracciones de tránsito,ejecutado,10387012.91,580481.85
2007-01-01,inftr,Multas por infracciones de tránsito,ejecutado,877859.46,46723.35
2008-01-01,inftr,Multas por infracciones de tránsito,ejecutado,1047247.99,53083.79
2009-01-01,inftr,Multas por infracciones de tránsito,ejecutado,1184255.02,57170.96
2010-01-01,inftr,Multas por infracciones de tránsito,ejecutado,1455096.37,66901.05
2011-01-01,inftr,Multas por infracciones de tránsito,ejecutado,29240659.67,1280380.04
2012-01-01,inftr,Multas por infracciones de tránsito,ejecutado,54926844,2290550.63
2013-01-01,inftr,Multas por infracciones de tránsito,ejecutado,81273813.53,3227927.45
2014-01-01,inftr,Multas por infracciones de tránsito,ejecutado,122503205.49,4633736.33
2015-01-01,inftr,Multas por infracciones de tránsito,ejecutado,177284880.37,6386548.01
2016-01-01,inftr,Multas por infracciones de tránsito,ejecutado,193533822,6639798.97
2017-01-01,inftr,Multas por infracciones de tránsito,ejecutado,280151406,9153954.87
2018-01-01,inftr,Multas por infracción de tránsito,ejecutado,186675868,5809178.72
2019-01-01,inftr,Multas por infracción de tránsito,ejecutado,227967234,6763655.42
2005-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,42145579.72,2473088.1
2006-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,68413625.48,3823319.4
2007-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,137878867.81,7338489.12
2008-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,94898754.85,4810308.26
2009-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,11299195.34,545478.71
2010-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,15763669.31,724767.09
2011-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,16715166.45,731918.01
2012-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,22672421.45,945481.76
2013-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,23560117.4,935730.05
2014-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,22158553.93,838156.81
2015-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,26911542.56,969467.1
2016-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,41438898.33,1421694.42
2017-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,72393280.8,2365452.44
2018-01-01,intdep,Intereses por depósitos,ejecutado,98176367.25,3055156.88
2019-01-01,intdep,Intereses por depósitos,ejecutado,54141384.51,1606343.43
2005-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,25494915.01,1496032.83
2006-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,27953959.26,1562216.8
2007-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,13049279.5,694537.15
2008-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,13735863.04,696255.03
2009-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,13516274.17,652510.16
2010-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,18212869.32,837374.1
2011-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,18300214.58,801323.56
2012-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,87294298.37,3640333.14
2013-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,84546600.38,3357911.74
2014-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,97948283.98,3704935.88
2015-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,169986405.77,6123626.22
2016-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,169178452.95,5804209.86
2017-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,142074570.03,4642290.47
2018-01-01,intpres,Intereses por préstamos,ejecutado,85077333.79,2647527.19
2019-01-01,intpres,Intereses por préstamos,ejecutado,89671992.09,2660515.92
2005-01-01,ir,IR,ejecutado,3902282405.52,228984587
2006-01-01,ir,IR,ejecutado,4780186918.89,267142419
2007-01-01,ir,IR,ejecutado,5752242055.73,306158343
2008-01-01,ir,IR,ejecutado,7003350236.81,354991734
2009-01-01,ir,IR,ejecutado,7839672610.21,378467169
2010-01-01,ir,IR,ejecutado,8480859950.5,389924966
2011-01-01,ir,IR,ejecutado,11334936059.4,496330317
2012-01-01,ir,IR,ejecutado,13346486369.87,556573081
2013-01-01,ir,IR,ejecutado,14832230369.44,589087205
2014-01-01,ir,IR,ejecutado,17658436017.88,667937922
2015-01-01,ir,IR,ejecutado,20799947318.63,749301699
2016-01-01,ir,IR,ejecutado,24307028201.57,833930624
2017-01-01,ir,IR,ejecutado,27866514239.85,910539117
2018-01-01,ir,IR,ejecutado,29257689114.47,910471968
2019-01-01,ir,IR,ejecutado,33035807900.46,980153231
2018-01-01,isc01,Azúcar,ejecutado,36085297.51,1122940.8
2019-01-01,isc01,Azúcar,ejecutado,4632688.45,137449.2
2005-01-01,isc02,Cigarrillos,ejecutado,142993959.55,8390836.27796
2006-01-01,isc02,Cigarrillos,ejecutado,139245977.21,7781810.17102
2007-01-01,isc02,Cigarrillos,ejecutado,158451853.8,8433469.34594
2008-01-01,isc02,Cigarrillos,ejecutado,177417243.94,8993075.15584
2009-01-01,isc02,Cigarrillos,ejecutado,171225930.91,8266084.13255
2010-01-01,isc02,Cigarrillos,ejecutado,44909966.3,2064827.99739
2011-01-01,isc02,Cigarrillos,ejecutado,394.91,17.29218
2012-01-01,isc02,Cigarrillos,ejecutado,7396.17,308.43392
2013-01-01,isc02,Cigarrillos,ejecutado,174022088.09,6911582.60388
2014-01-01,isc02,Cigarrillos,ejecutado,57219.85,2164.36539
2015-01-01,isc02,Cigarrillos,ejecutado,20907.03,753.15927
2016-01-01,isc02,Cigarrillos,ejecutado,252161.83,8651.22097
2017-01-01,isc02,Cigarrillos,ejecutado,106334.7,3474.48924
2018-01-01,isc02,Cigarrillos,ejecutado,352189.3,10959.80218
2019-01-01,isc02,Cigarrillos,ejecutado,65907.03,1955.4233
2005-01-01,isc03,Rones y aguardientes,ejecutado,101525789.81,5957498
2006-01-01,isc03,Rones y aguardientes,ejecutado,118688555.05,6632951
2007-01-01,isc03,Rones y aguardientes,ejecutado,144465258.8,7689044
2008-01-01,isc03,Rones y aguardientes,ejecutado,188695738.31,9564769
2009-01-01,isc03,Rones y aguardientes,ejecutado,147487593.94,7120095
2010-01-01,isc03,Rones y aguardientes,ejecutado,197647940.97,9087270
2011-01-01,isc03,Rones y aguardientes,ejecutado,240386384.17,10525957
2012-01-01,isc03,Rones y aguardientes,ejecutado,213854124.68,8918111
2013-01-01,isc03,Rones y aguardientes,ejecutado,252933410.74,10045680
2014-01-01,isc03,Rones y aguardientes,ejecutado,230419155.18,8715703
2015-01-01,isc03,Rones y aguardientes,ejecutado,264134147.86,9515224
2016-01-01,isc03,Rones y aguardientes,ejecutado,304922343.09,10461340
2017-01-01,isc03,Rones y aguardientes,ejecutado,355363176.04,11611502
2018-01-01,isc03,Bebidas alcohólicas,ejecutado,352612561.36,10972974
2019-01-01,isc03,Bebidas alcohólicas,ejecutado,583116368.93,17300724
2005-01-01,isc04,Cervezas,ejecutado,339754797.56,19936694
2006-01-01,isc04,Cervezas,ejecutado,422163289.3,23592743
2007-01-01,isc04,Cervezas,ejecutado,479595677.69,25526085
2008-01-01,isc04,Cervezas,ejecutado,560969560.37,28434899
2009-01-01,isc04,Cervezas,ejecutado,556071365.81,26844840
2010-01-01,isc04,Cervezas,ejecutado,644680737.93,29640522
2011-01-01,isc04,Cervezas,ejecutado,780674776.06,34183921
2012-01-01,isc04,Cervezas,ejecutado,915091214.64,38160990
2013-01-01,isc04,Cervezas,ejecutado,1047310104.26,41595698
2014-01-01,isc04,Cervezas,ejecutado,1183682303.91,44773291
2015-01-01,isc04,Cervezas,ejecutado,1370485526.46,49370660
2016-01-01,isc04,Cervezas,ejecutado,1476117846.44,50642961
2017-01-01,isc04,Cervezas,ejecutado,1648803878.35,53874712
2018-01-01,isc04,Cervezas,ejecutado,1662925112.81,51748677
2019-01-01,isc04,Cervezas,ejecutado,1857159619.24,55100847
2005-01-01,isc05,Gaseosas,ejecutado,127779296.56,7498045
2006-01-01,isc05,Gaseosas,ejecutado,148927248.65,8322851
2007-01-01,isc05,Gaseosas,ejecutado,146075475.89,7774747
2008-01-01,isc05,Gaseosas,ejecutado,193580728.76,9812384
2009-01-01,isc05,Gaseosas,ejecutado,187602113.25,9056659
2010-01-01,isc05,Gaseosas,ejecutado,248139530.93,11408725
2011-01-01,isc05,Gaseosas,ejecutado,291527946.08,12765326
2012-01-01,isc05,Gaseosas,ejecutado,350724902.23,14625875
2013-01-01,isc05,Gaseosas,ejecutado,388721427.65,15438731
2014-01-01,isc05,Gaseosas,ejecutado,423442591.04,16016898
2015-01-01,isc05,Gaseosas,ejecutado,500553189.11,18032034
2016-01-01,isc05,Gaseosas,ejecutado,524696068,18001383
2017-01-01,isc05,Gaseosas,ejecutado,544850294.05,17802998
2018-01-01,isc05,Aguas gaseadas,ejecutado,523104581.14,16278526
2019-01-01,isc05,Aguas gaseadas,ejecutado,470142336.23,13948850
2018-01-01,isc06,Otros ISC por enajenación de bienes,ejecutado,108986061.65,3391544
2019-01-01,isc06,Otros ISC por enajenación de bienes,ejecutado,187943007.88,5576160
2005-01-01,isc07,ISC a la importación,ejecutado,734355825.09,43091747
2006-01-01,isc07,ISC a la importación,ejecutado,975615307.77,54522603
2007-01-01,isc07,ISC a la importación,ejecutado,1025464639.93,54579510
2008-01-01,isc07,ISC a la importación,ejecutado,1180076469.34,59816713
2009-01-01,isc07,ISC a la importación,ejecutado,975188970,47078115
2010-01-01,isc07,ISC a la importación,ejecutado,1558580344.24,71658934
2011-01-01,isc07,ISC a la importación,ejecutado,1901385450.29,83257218
2012-01-01,isc07,ISC a la importación,ejecutado,2233350808.97,93134845
2013-01-01,isc07,ISC a la importación,ejecutado,1924147761.04,76420794
2014-01-01,isc07,ISC a la importación,ejecutado,1902057557.62,71946144
2015-01-01,isc07,ISC a la importación,ejecutado,3105268567,111864851
2016-01-01,isc07,ISC a la importación,ejecutado,3505023794.38,120251092
2017-01-01,isc07,ISC a la importación,ejecutado,3540802087.83,115695805
2018-01-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,2762692590.21,85972414
2019-01-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,4804568938.09,142548770
2005-01-01,isc08,Otros selectivos al consumo,ejecutado,24687742.43,1448668.2
2006-01-01,isc08,Otros selectivos al consumo,ejecutado,33981967.01,1899094.1
2007-01-01,isc08,Otros selectivos al consumo,ejecutado,37200689.68,1979976.1
2008-01-01,isc08,Otros selectivos al consumo,ejecutado,55385476.77,2807425.8
2009-01-01,isc08,Otros selectivos al consumo,ejecutado,77408247.11,3736952
2010-01-01,isc08,Otros selectivos al consumo,ejecutado,148463609.33,6825919.6
2011-01-01,isc08,Otros selectivos al consumo,ejecutado,155787230.6,6821558.2
2012-01-01,isc08,Otros selectivos al consumo,ejecutado,125612091.31,5238255.7
2013-01-01,isc08,Otros selectivos al consumo,ejecutado,48951136.5,1944177.5
2014-01-01,isc08,Otros selectivos al consumo,ejecutado,77578914.43,2934455.7
2015-01-01,isc08,Otros selectivos al consumo,ejecutado,135958620.67,4897802.1
2016-01-01,isc08,Otros selectivos al consumo,ejecutado,117446793.07,4029389.2
2017-01-01,isc08,Otros selectivos al consumo,ejecutado,140141075.44,4579113.5
2005-01-01,itf,ITF,ejecutado,16612837.74,974835.59
2006-01-01,itf,ITF,ejecutado,18524934.45,1035272.45
2007-01-01,itf,ITF,ejecutado,20284332.01,1079616.86
2008-01-01,itf,ITF,ejecutado,21284722.93,1078898.02
2009-01-01,itf,ITF,ejecutado,24010728.46,1159139.28
2010-01-01,itf,ITF,ejecutado,20253541.7,931198.2
2011-01-01,itf,ITF,ejecutado,21991387.79,962951.39
2012-01-01,itf,ITF,ejecutado,23503044.78,980120.29
2013-01-01,itf,ITF,ejecutado,77298980.69,3070060.22
2014-01-01,itf,ITF,ejecutado,86869075.3,3285860.06
2015-01-01,itf,ITF,ejecutado,89764709.04,3233702.85
2016-01-01,itf,ITF,ejecutado,89855085.13,3082767.11
2017-01-01,itf,ITF,ejecutado,87781140.52,2868251.17
2018-01-01,itf,ITF,ejecutado,80133004.31,2493664.28
2019-01-01,itf,ITF,ejecutado,66535262.17,1974062.58
2005-01-01,iva01,IVA,ejecutado,2141432472.47,125658520
2006-01-01,iva01,IVA,ejecutado,2642967432.93,147703160
2007-01-01,iva01,IVA,ejecutado,3102455793.24,165125653
2008-01-01,iva01,IVA,ejecutado,3138684856.58,159096310
2009-01-01,iva01,IVA,ejecutado,3831883139.05,184987567
2010-01-01,iva01,IVA,ejecutado,4028332980.83,185210888
2011-01-01,iva01,IVA,ejecutado,4605344862.87,201657271
2012-01-01,iva01,IVA,ejecutado,5219395276.53,217658403
2013-01-01,iva01,IVA,ejecutado,5689407449.11,225964474
2014-01-01,iva01,IVA,ejecutado,6777353553.53,256356307
2015-01-01,iva01,IVA,ejecutado,7258853637.13,261494478
2016-01-01,iva01,IVA,ejecutado,8251140485.61,283081859
2017-01-01,iva01,IVA,ejecutado,10048983134.08,328350799
2018-01-01,iva01,IVA enajenación de bienes de mercado interno,ejecutado,9076148715.46,282441274
2019-01-01,iva01,IVA enajenación de bienes de mercado interno,ejecutado,9525469729.67,282615154
2005-01-01,iva02,IVA de las importaciones,ejecutado,3457272199.89,202871541
2006-01-01,iva02,IVA de las importaciones,ejecutado,4163294896.16,232667192
2007-01-01,iva02,IVA de las importaciones,ejecutado,4922483140.54,261995109
2008-01-01,iva02,IVA de las importaciones,ejecutado,5870111184.66,297549155
2009-01-01,iva02,IVA de las importaciones,ejecutado,5038784538.21,243251806
2010-01-01,iva02,IVA de las importaciones,ejecutado,6324182755.83,290767299
2011-01-01,iva02,IVA de las importaciones,ejecutado,8270619226.37,362151056
2012-01-01,iva02,IVA de las importaciones,ejecutado,9932060882.14,414185245
2013-01-01,iva02,IVA de las importaciones,ejecutado,11046595925.46,438734307
2014-01-01,iva02,IVA de las importaciones,ejecutado,12607220958.16,476873544
2015-01-01,iva02,IVA de las importaciones,ejecutado,13454846754.95,484700244
2016-01-01,iva02,IVA de las importaciones,ejecutado,14570471789.97,499886803
2017-01-01,iva02,IVA de las importaciones,ejecutado,15502036966.55,506529483
2018-01-01,iva02,IVA importación e internación de bienes,ejecutado,12828449551.56,399209372
2019-01-01,iva02,IVA importación e internación de bienes,ejecutado,14590056431.25,432878500
2005-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,22417403.88,1315445.5
2006-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,21522159.92,1202773.4
2007-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,29140807.16,1550995.4
2008-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,31109300.15,1576894.5
2009-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,29206576.19,1409973.4
2010-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,38872077.1,1787223.6
2011-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,55010518.36,2408781.8
2012-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,67324598.57,2807559.8
2013-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,71809071.02,2852019.1
2014-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,83613576.93,3162719.4
2015-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,89176255.35,3212504.3
2016-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,102875710.91,3529481.5
2017-01-01,min01,Derecho de superficie exploracion sector minero,ejecutado,103079907.02,3368138.8
2018-01-01,min01,Derechos de vigencia o superficiales minería,ejecutado,115745495.99,3601891.8
2019-01-01,min01,Derechos de vigencia o superficiales minería,ejecutado,132930604.73,3943973.8
2005-01-01,min02,Derechos sobre explotación sector minero,ejecutado,29694903.54,1742486.7
2006-01-01,min02,Derechos sobre explotación sector minero,ejecutado,37937875.21,2120171.4
2007-01-01,min02,Derechos sobre explotación sector minero,ejecutado,33638667.72,1790390.4
2008-01-01,min02,Derechos sobre explotación sector minero,ejecutado,55992406.41,2838190.4
2009-01-01,min02,Derechos sobre explotación sector minero,ejecutado,52006757.05,2510672.5
2010-01-01,min02,Derechos sobre explotación sector minero,ejecutado,75307998.31,3462440
2011-01-01,min02,Derechos sobre explotación sector minero,ejecutado,245458115.7,10748036.3
2012-01-01,min02,Derechos sobre explotación sector minero,ejecutado,285878736.05,11921670.2
2013-01-01,min02,Derechos sobre explotación sector minero,ejecutado,298230050.79,11844712.7
2014-01-01,min02,Derechos sobre explotación sector minero,ejecutado,289898449.35,10965533.3
2015-01-01,min02,Derechos sobre explotación sector minero,ejecutado,261935961.63,9436036.5
2016-01-01,min02,Derechos sobre explotación sector minero,ejecutado,313994554.04,10772591
2017-01-01,min02,Derechos sobre explotación sector minero,ejecutado,302213293.95,9874827.7
2018-01-01,min02,Derechos de extracción o regalías minería,ejecutado,326561462.01,10162287.8
2019-01-01,min02,Derechos de extracción o regalías minería,ejecutado,419175577.22,12436695.9
2005-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,3808254.48,223467.06
2006-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,4341698.52,242637.34
2007-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,5893774.72,313691.3
2008-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,5497041.56,278638.69
2009-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,3646081.64,176017.83
2010-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,5252293.03,241484.97
2011-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,6074269.47,265978.04
2012-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,7405783.29,308834.81
2013-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,9153064.66,363529.5
2014-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,12334347.1,466551.97
2015-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,13163450.28,474202.92
2016-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,11454361.9,392978.65
2017-01-01,pes01,Derechos de vigencia sector pesca,ejecutado,16040988.05,524139.72
2018-01-01,pes01,Derechos de vigencia sector pesca y acuicultura,ejecutado,22872842.44,711781.5
2019-01-01,pes01,Derechos de vigencia sector pesca y acuicultura,ejecutado,31352540.81,930211.67
2005-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,4360445.05,255869.41
2006-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,8555762.72,478141.79
2007-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,8718574.01,464038.92
2008-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,8774651.47,444776.95
2009-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,6017615.09,290505.72
2010-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,4082621.99,187706.94
2011-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,4324188.96,189346.11
2012-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,5700962.54,237740.65
2013-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,7241192.7,287596.26
2014-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,5374997.4,203311.58
2015-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,6729393.54,242421.1
2016-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,17752978.98,609072.93
2017-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,ejecutado,28509122.06,931536.35
2018-01-01,pes02,Derechos de aprovechamiento sector pesca,ejecutado,19876511.68,618538.49
2019-01-01,pes02,Derechos de aprovechamiento sector pesca,ejecutado,22351093.44,663143.96
2018-01-01,recd,Certificado de antecedentes policiales y penales,ejecutado,24547922.82,763908.438
2019-01-01,recd,Certificado de antecedentes policiales y penales,ejecutado,19701590,584534.731
2005-01-01,tcap,Transferencias de capital,ejecutado,0,0
2006-01-01,tcap,Transferencias de capital,ejecutado,0,0
2007-01-01,tcap,Transferencias de capital,ejecutado,0,0
2008-01-01,tcap,Transferencias de capital,ejecutado,0,0
2009-01-01,tcap,Transferencias de capital,ejecutado,0,0
2010-01-01,tcap,Transferencias de capital,ejecutado,0,0
2011-01-01,tcap,Transferencias de capital,ejecutado,0,0
2012-01-01,tcap,Transferencias de capital,ejecutado,0,0
2013-01-01,tcap,Transferencias de capital,ejecutado,0,0
2014-01-01,tcap,Transferencias de capital,ejecutado,0,0
2015-01-01,tcap,Transferencias de capital,ejecutado,0,0
2016-01-01,tcap,Transferencias de capital,ejecutado,0,0
2017-01-01,tcap,Transferencias de capital,ejecutado,0,0
2018-01-01,tcap,Transferencias y donaciones de capital,ejecutado,0,0
2019-01-01,tcap,Transferencias y donaciones de capital,ejecutado,4251.7,126.1455
2005-01-01,tcomb,Derivados del petróleo,ejecutado,1756133003.04,103049280
2006-01-01,tcomb,Derivados del petróleo,ejecutado,1846050904.5,103167201
2007-01-01,tcomb,Derivados del petróleo,ejecutado,2107610033.22,112175807
2008-01-01,tcomb,Derivados del petróleo,ejecutado,2162182459.73,109598531
2009-01-01,tcomb,Derivados del petróleo,ejecutado,2276564039.07,109903154
2010-01-01,tcomb,Derivados del petróleo,ejecutado,2698889625.41,124086997
2011-01-01,tcomb,Derivados del petróleo,ejecutado,2700122759.63,118232055
2012-01-01,tcomb,Derivados del petróleo,ejecutado,3045311876.37,126995118
2013-01-01,tcomb,Derivados del petróleo,ejecutado,3417655195.31,135737977
2014-01-01,tcomb,Derivados del petróleo,ejecutado,3937528013.86,148938687
2015-01-01,tcomb,Derivados del petróleo,ejecutado,4396408901.1,158377164
2016-01-01,tcomb,Derivados del petróleo,ejecutado,5021467548.73,172277562
2017-01-01,tcomb,Derivados del petróleo,ejecutado,5534028343.24,180824528
2018-01-01,tcomb,Impuesto conglobado a los combustibles,ejecutado,5394860716.37,167883028
2019-01-01,tcomb,Impuesto conglobado a los combustibles,ejecutado,5588582227.51,165809989
2005-01-01,tcorr,Transferencias corrientes,ejecutado,102716251.48,6027354.246
2006-01-01,tcorr,Transferencias corrientes,ejecutado,78985656.57,4414141.062
2007-01-01,tcorr,Transferencias corrientes,ejecutado,110906191.35,5902890.642
2008-01-01,tcorr,Transferencias corrientes,ejecutado,72186338.43,3659042.111
2009-01-01,tcorr,Transferencias corrientes,ejecutado,50064000,2416884.136
2010-01-01,tcorr,Transferencias corrientes,ejecutado,50308009.1,2313014.109
2011-01-01,tcorr,Transferencias corrientes,ejecutado,60132003.9,2633039.692
2012-01-01,tcorr,Transferencias corrientes,ejecutado,61725572.78,2574070.155
2013-01-01,tcorr,Transferencias corrientes,ejecutado,54050000,2146687.491
2014-01-01,tcorr,Transferencias corrientes,ejecutado,45000000,1702144.315
2015-01-01,tcorr,Transferencias corrientes,ejecutado,16666666.64,600403.522
2016-01-01,tcorr,Transferencias corrientes,ejecutado,32088398.49,1100895.508
2017-01-01,tcorr,Transferencias corrientes,ejecutado,55000000,1797126.508
2018-01-01,tcorr,"Transferencias, subsidios y donaciones corrientes",ejecutado,207546341.13,6458648.353
2019-01-01,tcorr,"Transferencias, subsidios y donaciones corrientes",ejecutado,222945863.15,6614674.259
2018-01-01,tur01,Tarjeta de turismo,ejecutado,35070983.64,1091376.3
2019-01-01,tur01,Tarjeta de turismo,ejecutado,25220572.24,748279.7
2018-01-01,tur02,Derecho de terminal aérea,ejecutado,32083077.1,998395.4
2019-01-01,tur02,Derecho de terminal aérea,ejecutado,25444407.68,754920.8
2018-01-01,tur03,Despacho migratorio,ejecutado,39283251.23,1222458.1
2019-01-01,tur03,Despacho migratorio,ejecutado,39004292.34,1157234.7
2018-01-01,tur04,Prórroga de estancia,ejecutado,15475743.06,481590.67
2019-01-01,tur04,Prórroga de estancia,ejecutado,26276769.76,779616.5
2018-01-01,veh,Registro de la propiedad vehicular,ejecutado,110328926.63,3433333.2
2019-01-01,veh,Registro de la propiedad vehicular,ejecutado,130953730.58,3885321.1
